userId,movieId,rating
1,31,2.5
1,1129,2.0
1,1263,2.0
1,1287,2.0
1,1293,2.0
1,1343,2.0
1,1371,2.5
1,1405,1.0
1,2193,2.0
1,2294,2.0
1,2455,2.5
1,2968,1.0
2,223,1.0
2,317,2.0
2,319,1.0
2,370,2.0
2,405,2.0
2,474,2.0
3,355,2.5
3,377,2.5
3,595,2.0
3,7153,2.5
4,435,1.0
4,1805,1.0
4,1918,2.0
4,2003,2.0
4,2616,1.0
4,2770,1.0
4,2902,2.0
4,2903,1.0
4,3208,2.0
4,4006,2.0
5,858,2.5
5,1221,2.5
5,2023,1.5
5,6711,2.5
6,158,2.0
6,173,2.0
6,1358,2.0
6,1639,2.0
6,1687,2.0
6,1747,2.0
6,1876,0.5
6,2571,1.0
6,2657,2.0
6,3052,1.0
6,3751,1.5
6,4641,1.5
6,4975,1.5
7,198,2.0
7,316,2.0
7,724,2.0
7,736,1.0
7,737,1.0
7,786,2.0
7,1373,2.0
7,1408,1.0
8,45,2.5
8,282,2.0
8,524,2.0
8,1358,0.5
8,2770,2.5
8,4448,2.5
8,8533,2.5
8,42007,2.0
9,733,2.0
9,1541,2.0
9,2294,2.0
9,2427,2.0
9,2539,2.0
10,1101,2.0
10,1887,2.0
10,2410,2.0
10,2907,2.0
10,2995,2.0
11,70,1.0
12,529,1.0
12,608,2.0
12,673,1.0
12,1028,1.0
12,1032,2.0
12,1197,1.0
12,1230,2.0
12,1295,1.0
12,1374,1.0
12,1639,2.0
12,2259,2.0
12,2355,2.0
12,2529,1.0
12,2668,2.0
12,3146,2.0
12,3148,1.0
12,3179,2.0
12,3324,1.0
12,3773,2.0
12,3780,2.0
12,3791,1.0
12,3799,1.0
12,3827,2.0
12,3829,2.0
12,3841,2.0
12,3844,1.0
12,3869,2.0
12,3871,2.0
12,3886,2.0
13,47,2.5
13,1265,2.5
13,4321,2.5
14,594,1.0
14,2355,2.0
14,2683,2.0
14,2720,2.0
14,2861,2.0
14,3157,2.0
15,1,2.0
15,2,2.0
15,11,2.5
15,14,2.5
15,19,1.0
15,22,2.5
15,36,1.0
15,39,2.5
15,52,2.5
15,62,2.0
15,70,0.5
15,95,1.5
15,104,1.0
15,107,2.0
15,112,2.5
15,153,1.0
15,157,2.0
15,160,0.5
15,163,2.0
15,170,2.5
15,172,1.0
15,185,2.0
15,193,1.0
15,196,2.0
15,198,1.5
15,208,1.5
15,214,2.0
15,216,1.0
15,225,1.0
15,230,1.0
15,247,2.0
15,252,2.0
15,253,2.0
15,265,1.0
15,288,2.0
15,292,1.0
15,317,1.0
15,318,2.0
15,322,2.5
15,329,1.5
15,335,2.0
15,339,2.5
15,344,2.0
15,355,0.5
15,356,1.0
15,367,2.0
15,371,2.0
15,429,1.0
15,435,1.0
15,440,2.5
15,442,1.0
15,466,2.5
15,483,1.0
15,485,0.5
15,508,1.5
15,509,2.0
15,524,2.5
15,539,2.0
15,540,1.5
15,551,2.0
15,586,2.0
15,587,1.0
15,588,0.5
15,594,2.5
15,597,2.5
15,628,2.5
15,647,1.5
15,663,2.0
15,680,2.0
15,724,2.0
15,736,1.0
15,748,2.5
15,762,2.0
15,780,2.5
15,784,2.5
15,786,0.5
15,788,1.5
15,802,1.0
15,832,1.0
15,836,2.0
15,910,2.5
15,914,1.5
15,916,1.0
15,922,1.0
15,931,1.0
15,1020,2.0
15,1035,2.0
15,1047,2.5
15,1059,1.5
15,1088,2.0
15,1092,2.5
15,1093,2.0
15,1100,2.5
15,1120,1.0
15,1131,2.5
15,1136,2.5
15,1183,2.0
15,1197,1.0
15,1199,1.0
15,1204,2.0
15,1211,1.5
15,1215,1.5
15,1217,2.0
15,1220,1.0
15,1243,2.0
15,1246,1.0
15,1262,1.5
15,1276,2.5
15,1281,1.0
15,1287,2.0
15,1303,2.0
15,1333,2.0
15,1334,2.0
15,1339,2.0
15,1342,2.0
15,1356,2.0
15,1358,1.0
15,1380,2.5
15,1391,0.5
15,1479,1.5
15,1502,1.5
15,1503,1.0
15,1513,2.0
15,1527,1.0
15,1544,1.0
15,1552,1.5
15,1556,2.5
15,1562,1.5
15,1589,2.0
15,1597,2.0
15,1608,1.0
15,1644,1.5
15,1649,2.0
15,1682,2.0
15,1690,1.0
15,1721,1.5
15,1729,1.0
15,1735,0.5
15,1753,1.0
15,1777,2.0
15,1779,1.0
15,1807,1.5
15,1810,2.5
15,1816,2.5
15,1831,2.0
15,1836,2.0
15,1862,2.0
15,1876,2.0
15,1882,1.5
15,1895,2.5
15,1897,1.5
15,1909,2.0
15,1917,2.0
15,1994,2.5
15,2012,1.0
15,2018,2.0
15,2020,2.5
15,2025,2.0
15,2041,2.0
15,2054,2.0
15,2058,2.5
15,2060,2.0
15,2100,2.0
15,2124,2.0
15,2126,1.0
15,2145,2.0
15,2268,1.0
15,2269,2.5
15,2273,2.5
15,2278,2.5
15,2282,0.5
15,2294,2.0
15,2311,2.0
15,2324,2.0
15,2329,1.0
15,2336,2.0
15,2340,2.0
15,2351,1.0
15,2353,0.5
15,2355,2.0
15,2360,2.0
15,2369,1.0
15,2396,2.0
15,2424,1.5
15,2428,1.0
15,2439,2.0
15,2447,2.5
15,2467,1.0
15,2490,1.0
15,2505,0.5
15,2528,2.0
