userId,movieId,rating
1,1172,4.0
1,1339,3.5
1,1953,4.0
1,2105,4.0
2,10,4.0
2,17,5.0
2,39,5.0
2,47,4.0
2,50,4.0
2,110,4.0
2,150,5.0
2,153,4.0
2,222,5.0
2,253,4.0
2,261,4.0
2,265,5.0
2,266,5.0
2,273,4.0
2,296,4.0
2,314,4.0
2,349,4.0
2,350,4.0
2,454,4.0
2,468,4.0
2,480,4.0
2,500,4.0
2,508,4.0
2,509,4.0
2,515,4.0
2,527,4.0
2,537,4.0
2,551,5.0
2,585,5.0
2,589,5.0
2,590,5.0
2,592,5.0
2,661,4.0
2,720,4.0
3,110,4.0
3,247,3.5
3,296,4.5
3,318,5.0
3,356,5.0
3,736,3.5
3,778,4.0
3,1197,5.0
3,1235,4.0
3,1378,4.0
3,1580,3.5
3,1721,4.5
3,1884,4.0
3,2028,4.0
3,2318,4.0
3,2702,3.5
3,2762,3.5
3,2841,4.0
3,2858,4.0
3,2959,5.0
3,3510,4.0
3,3949,5.0
3,5669,3.5
3,8622,3.5
3,27369,3.5
3,44191,3.5
3,48783,4.5
3,50068,4.5
3,84236,4.0
4,10,4.0
4,34,5.0
4,112,5.0
4,141,5.0
4,153,4.0
4,260,5.0
4,289,4.0
4,296,5.0
4,349,5.0
4,356,5.0
4,357,5.0
4,364,5.0
4,367,4.0
4,434,4.0
4,440,4.0
4,442,4.0
4,464,4.0
4,480,5.0
4,541,5.0
4,588,5.0
4,589,5.0
4,594,5.0
4,596,5.0
4,610,4.0
4,616,5.0
4,858,5.0
4,903,5.0
4,910,4.0
4,913,5.0
4,919,5.0
4,1011,4.0
4,1016,4.0
4,1022,5.0
4,1028,5.0
4,1030,5.0
4,1031,5.0
4,1032,5.0
4,1033,5.0
4,1036,5.0
4,1073,5.0
4,1079,5.0
4,1089,5.0
4,1097,5.0
4,1125,5.0
4,1127,5.0
4,1136,5.0
4,1194,5.0
4,1196,5.0
4,1197,5.0
4,1198,5.0
4,1200,5.0
4,1206,5.0
4,1208,5.0
4,1210,5.0
4,1213,5.0
4,1214,5.0
4,1219,5.0
4,1220,5.0
4,1222,5.0
4,1225,5.0
4,1230,5.0
4,1240,5.0
4,1243,5.0
4,1257,5.0
4,1258,5.0
4,1259,4.0
4,1265,5.0
4,1270,5.0
4,1278,5.0
4,1282,5.0
4,1285,4.0
4,1288,5.0
4,1291,5.0
4,1298,4.0
4,1307,4.0
4,1332,4.0
4,1334,5.0
4,1344,5.0
4,1356,4.0
4,1371,4.0
4,1374,4.0
4,1380,5.0
4,1387,5.0
4,1388,4.0
4,1396,5.0
4,1580,5.0
4,1663,4.0
4,1674,5.0
4,1858,5.0
4,1917,4.0
4,1953,5.0
4,1954,5.0
4,1961,5.0
4,1968,5.0
4,1994,5.0
4,2000,5.0
4,2005,5.0
4,2014,4.0
4,2018,5.0
4,2020,4.0
4,2021,4.0
4,2033,4.0
4,2034,4.0
4,2046,5.0
4,2064,5.0
4,2078,5.0
4,2080,5.0
4,2081,4.0
4,2085,5.0
4,2086,5.0
4,2087,5.0
4,2091,5.0
4,2094,4.0
4,2096,5.0
4,2100,5.0
4,2102,5.0
4,2105,4.0
4,2109,5.0
4,2114,5.0
4,2115,5.0
4,2124,4.0
4,2140,5.0
4,2141,4.0
4,2143,4.0
4,2144,5.0
4,2161,5.0
4,2174,5.0
4,2194,5.0
4,2248,4.0
4,2268,5.0
4,2289,5.0
4,2348,4.0
4,2371,4.0
4,2403,4.0
4,2406,5.0
4,2409,4.0
4,2454,5.0
4,2467,5.0
4,2551,4.0
4,2628,5.0
4,2640,5.0
4,2683,4.0
4,2699,4.0
4,2716,5.0
4,2723,5.0
4,2734,4.0
4,2788,5.0
4,2791,5.0
4,2795,4.0
4,2797,5.0
4,2804,5.0
4,2872,5.0
4,2877,5.0
4,2916,4.0
4,2918,5.0
4,2968,5.0
4,2987,5.0
4,2991,5.0
4,3034,5.0
4,3039,4.0
4,3040,5.0
4,3060,5.0
4,3071,4.0
4,3101,4.0
4,3104,4.0
4,3108,5.0
4,3169,4.0
4,3210,4.0
4,3251,5.0
4,3255,4.0
4,3265,5.0
5,3,4.0
5,39,4.0
5,104,4.0
5,141,4.0
5,150,4.0
5,231,3.5
5,277,4.5
5,344,3.5
5,356,4.0
5,364,4.0
5,367,4.0
5,377,4.0
5,440,4.0
5,500,4.5
5,586,4.0
5,588,3.5
5,595,4.0
5,597,5.0
5,788,3.5
5,903,3.5
5,919,4.0
5,1022,4.0
5,1035,5.0
5,1247,4.0
5,1307,4.0
5,1380,5.0
5,1393,3.5
5,1485,4.5
5,1544,3.5
5,1682,4.0
5,1721,4.0
5,1777,4.0
5,1784,4.5
5,1923,4.5
5,1961,4.0
5,1968,4.0
5,1997,3.5
5,2081,5.0
5,2273,4.0
5,2294,4.0
5,2355,3.5
5,2424,4.0
5,2502,3.5
5,2683,4.0
5,2694,4.5
5,2706,4.0
5,2762,3.5
5,2770,3.5
5,2918,3.5
5,2997,3.5
5,3114,3.5
5,3176,3.5
5,3408,4.0
5,3753,3.5
5,3897,4.5
5,3948,3.5
5,4014,4.0
5,4018,4.0
5,4022,3.5
5,4025,4.5
5,4306,3.5
5,4308,3.5
5,4447,4.5
5,4718,3.5
5,4995,4.5
5,5266,3.5
5,5299,4.5
5,5349,4.5
5,5464,4.0
5,5669,3.5
5,5679,4.5
5,5995,4.0
5,6218,3.5
5,6373,4.0
5,6377,4.0
5,6502,4.0
5,6942,4.0
5,8376,4.0
5,8464,4.0
5,8622,3.5
5,8636,4.5
5,8644,4.0
5,30707,4.5
5,30749,4.5
5,30793,3.5
5,33166,5.0
5,33679,4.0
5,34162,4.5
5,35836,4.0
5,40819,4.5
5,41566,4.0
5,41569,4.0
5,48385,4.5
6,111,4.0
6,293,5.0
6,596,4.0
6,903,4.0
6,1204,5.0
6,1250,4.5
6,1259,4.5
6,1276,4.5
6,1285,4.5
6,2019,4.0
6,2072,4.0
6,2174,4.0
6,2502,3.5
6,2529,4.0
6,2692,4.0
6,2761,4.5
6,3114,4.0
6,3300,3.5
6,5952,5.0
6,7153,5.0
6,7361,4.0
6,8368,3.5
6,8636,4.0
6,8874,4.5
7,34,4.0
7,40,4.0
7,110,5.0
7,112,4.0
7,141,4.0
7,151,4.0
7,260,5.0
7,318,5.0
7,380,4.0
7,480,4.0
7,534,4.0
7,541,4.0
7,551,4.0
7,588,4.0
7,590,4.0
7,594,4.0
7,671,4.0
7,720,5.0
7,745,5.0
7,924,4.0
7,1079,4.0
7,1080,4.0
7,1136,4.0
7,1148,5.0
7,1196,5.0
7,1198,5.0
7,1210,5.0
7,1220,4.0
7,1223,5.0
7,1225,5.0
7,1231,4.0
7,1240,4.0
7,1242,5.0
7,1275,4.0
7,1287,4.0
7,1288,4.0
7,1302,4.0
7,1374,4.0
7,1405,5.0
8,32,5.0
8,47,5.0
8,50,5.0
8,110,4.0
8,260,3.5
8,296,4.0
8,318,5.0
8,356,4.0
8,457,4.5
8,520,3.5
8,527,5.0
8,543,5.0
8,589,4.0
8,593,4.5
8,628,4.0
8,805,3.5
8,858,5.0
8,1196,3.5
8,1197,4.0
8,1198,4.0
8,1210,4.0
8,1219,4.0
8,1225,4.0
8,1258,4.0
8,1259,4.0
8,1270,4.0
8,1291,4.0
8,1302,3.5
8,1387,4.0
8,1500,4.0
8,1617,3.5
8,1625,5.0
8,1674,4.0
8,1704,4.0
8,1777,5.0
8,1876,3.5
8,1961,5.0
8,2028,4.0
8,2194,4.5
8,2302,4.5
8,2324,4.0
8,2329,5.0
8,2353,3.5
8,2423,3.5
8,2502,5.0
8,2571,5.0
8,2716,3.5
8,2762,4.5
